survey_id,school_number,school_sliders,school_poppers,school_dimpling,school_id
DE426,1,0,0,10,DE426-1
DE426,2,0,1,0,DE426-2
DE426,3,0,1,1,DE426-3
DE426,4,0,0,10,DE426-4
DE426,5,0,1,10,DE426-5
DE426,6,0,1,0,DE426-6
DE428,1,0,1,10,DE428-1
DE440,1,1,1,1,DE440-1
DE440,2,0,0,10,DE440-2
DE440,3,0,0,10,DE440-3
DE440,4,0,0,1,DE440-4
DE440,5,0,0,10,DE440-5
DE440,6,0,1,0,DE440-6
DE440,7,0,0,10,DE440-7
DE440,8,0,0,1,DE440-8
DE440,9,0,0,1,DE440-9
DE440,10,0,0,1,DE440-10
DE440,11,0,0,1,DE440-11
DE440,12,0,0,10,DE440-12
DE440,13,0,1,10,DE440-13
DE440,14,0,0,1,DE440-14
DE440,15,0,0,10,DE440-15
DE440,16,0,0,10,DE440-16
DE440,17,0,0,10,DE440-17
DE440,18,0,0,10,DE440-18
DE440,19,0,0,1,DE440-19
DE403,1,0,0,1,DE403-1
DE403,2,0,0,1,DE403-2
DE403,3,0,0,1,DE403-3
DE403,4,0,0,10,DE403-4
DE403,5,0,0,1,DE403-5
DE403,6,0,1,0,DE403-6
DE403,7,0,0,1,DE403-7
DE403,8,0,1,0,DE403-8
DE403,9,0,0,1,DE403-9
DE403,10,0,1,0,DE403-10
DE403,11,0,0,1,DE403-11
DE403,12,0,0,10,DE403-12
DE403,13,0,0,10,DE403-13
DE403,14,0,1,1,DE403-14
DE403,15,0,1,0,DE403-15
DE403,16,0,0,1,DE403-16
DE415,1,0,1,0,DE415-1
DE427,1,0,1,0,DE427-1
DE365,1,1,0,0,DE365-1
DE365,2,1,0,0,DE365-2
JE326,1,0,0,10,JE326-1
JE326,2,0,0,10,JE326-2
JE326,3,0,0,10,JE326-3
JE326,4,0,0,1,JE326-4
JE326,5,0,0,1,JE326-5
JE326,6,0,1,1,JE326-6
JE326,7,0,1,0,JE326-7
JE326,8,0,1,0,JE326-8
JE326,9,0,1,0,JE326-9
JE326,10,0,1,1,JE326-10
JE326,11,0,1,1,JE326-11
JE326,12,0,1,1,JE326-12
JE326,13,0,0,1,JE326-13
JE326,14,0,0,10,JE326-14
JE326,15,0,0,1,JE326-15
JE326,16,0,0,10,JE326-16
JE326,17,0,0,1,JE326-17
JE326,18,0,1,0,JE326-18
JE326,19,0,1,0,JE326-19
JE326,20,0,0,1,JE326-20
JE326,21,0,0,1,JE326-21
JE326,22,0,0,1,JE326-22
JE326,23,0,0,1,JE326-23
JE326,24,0,1,1,JE326-24
JE326,25,0,0,1,JE326-25
JE326,26,0,0,1,JE326-26
JE326,27,0,0,10,JE326-27
JE326,28,0,0,1,JE326-28
JE326,29,0,0,10,JE326-29
JE326,30,0,1,0,JE326-30
JE326,31,0,1,1,JE326-31
JE326,32,0,1,0,JE326-32
JE326,33,0,0,10,JE326-33
JE327,1,0,1,0,JE327-1
JE327,2,0,1,0,JE327-2
JE327,3,0,1,0,JE327-3
JE327,4,0,1,0,JE327-4
JE327,5,0,0,1,JE327-5
JE327,6,0,1,10,JE327-6
JE327,7,0,1,0,JE327-7
JE327,8,0,1,0,JE327-8
JE327,9,0,1,0,JE327-9
DE439,1,0,1,0,DE439-1
DE439,2,0,1,0,DE439-2
DE405,1,1,0,0,DE405-1
DE429,1,1,1,10,DE429-1
DE429,2,0,1,0,DE429-2
DE429,3,1,1,0,DE429-3
DE429,4,0,1,0,DE429-4
DE367,1,0,0,10,DE367-1
DE367,2,0,0,10,DE367-2
DE367,3,0,0,1,DE367-3
DE367,4,1,0,0,DE367-4
DE367,5,0,0,10,DE367-5
DE367,6,0,0,10,DE367-6
DE367,7,1,0,100,DE367-7
DE367,8,0,1,100,DE367-8
DE367,9,0,0,10,DE367-9
DE367,10,0,0,100,DE367-10
DE367,11,0,0,10,DE367-11
DE441,1,0,1,0,DE441-1
DE424,1,1,0,0,DE424-1
DE412,1,0,1,0,DE412-1
DE412,2,1,0,0,DE412-2
DE412,3,0,0,1,DE412-3
DE436,1,1,0,1,DE436-1
DE436,2,1,0,0,DE436-2
DE436,3,1,0,0,DE436-3
DE436,4,1,0,0,DE436-4
DE436,5,1,0,0,DE436-5
DE436,6,10,0,0,DE436-6
DE436,7,1,0,1,DE436-7
DE436,8,1,0,0,DE436-8
DE436,9,1,0,0,DE436-9
DE436,10,1,0,0,DE436-10
DE436,11,1,0,0,DE436-11
DE436,12,1,0,0,DE436-12
DE436,13,1,0,0,DE436-13
DE436,14,0,1,0,DE436-14
DE436,15,0,1,0,DE436-15
DE369,1,1,0,0,DE369-1
DE369,2,1,0,0,DE369-2
DE369,3,0,0,1,DE369-3
DE369,4,1,0,0,DE369-4
DE369,5,1,0,0,DE369-5
DE369,6,0,1,0,DE369-6
DE369,7,0,1,0,DE369-7
JE328,1,0,0,1,JE328-1
JE328,2,0,1,0,JE328-2
JE328,3,0,1,0,JE328-3
JE328,4,0,1,0,JE328-4
JE328,5,0,1,0,JE328-5
JE328,6,0,1,0,JE328-6
JE332,1,0,0,10,JE332-1
JE332,2,0,0,10,JE332-2
JE332,3,0,1,10,JE332-3
JE332,4,0,0,10,JE332-4
JE332,5,0,0,1,JE332-5
JE332,6,0,0,10,JE332-6
JE332,7,0,0,10,JE332-7
JE332,8,0,0,1,JE332-8
JE332,9,0,0,10,JE332-9
JE333,1,0,0,1,JE333-1
JE333,2,0,0,10,JE333-2
JE333,3,0,0,0,JE333-3
JE333,4,0,0,10,JE333-4
JE333,5,0,0,100,JE333-5
JE333,6,0,0,10,JE333-6
JE333,7,0,0,10,JE333-7
DE422,1,0,1,0,DE422-1
DE422,2,0,1,0,DE422-2
DE422,3,0,0,1,DE422-3
DE422,4,1,0,0,DE422-4
DE370,1,0,1,0,DE370-1
DE370,2,0,0,100,DE370-2
DE370,3,0,0,100,DE370-3
DE370,4,0,1,0,DE370-4
DE370,5,1,1,0,DE370-5
DE370,6,1,1,0,DE370-6
DE370,7,1,0,0,DE370-7
DE370,8,0,0,1,DE370-8
DE370,9,0,1,0,DE370-9
DE370,10,0,0,10,DE370-10
DE370,11,1,0,0,DE370-11
DE370,12,0,0,1,DE370-12
DE370,13,1,0,0,DE370-13
DE370,14,0,0,10,DE370-14
DE370,15,1,0,0,DE370-15
DE370,16,0,0,1,DE370-16
JE304,1,1,0,0,JE304-1
JE304,2,0,1,100,JE304-2
JE304,3,10,0,100,JE304-3
JE304,4,1,0,10,JE304-4
JE304,5,0,0,10,JE304-5
JE304,6,10,0,10,JE304-6
JE304,7,0,0,100,JE304-7
JE304,8,10,0,0,JE304-8
JE304,9,1,1,10,JE304-9
JE304,10,0,1,0,JE304-10
JE304,11,0,1,0,JE304-11
JE304,12,10,0,100,JE304-12
JE304,13,10,0,100,JE304-13
JE304,14,0,0,10,JE304-14
JE304,15,1,1,10,JE304-15
JE304,16,0,0,1,JE304-16
JE304,17,10,10,0,JE304-17
JE304,18,10,1,10,JE304-18
JE304,19,1,1,0,JE304-19
JE304,20,1,1,1,JE304-20
JE304,21,10,0,1,JE304-21
JE304,22,0,0,1,JE304-22
JE304,23,0,1,0,JE304-23
JE304,24,0,10,0,JE304-24
JE304,25,0,0,10,JE304-25
JE305,1,1,0,0,JE305-1
JE305,2,1,1,100,JE305-2
JE305,3,1,0,0,JE305-3
JE305,4,1,0,0,JE305-4
JE334,1,0,1,0,JE334-1
JE334,2,0,1,0,JE334-2
JE334,3,0,1,0,JE334-3
JE334,4,0,1,0,JE334-4
JE334,5,0,1,0,JE334-5
JE334,6,0,1,0,JE334-6
JE334,7,0,1,0,JE334-7
JE334,8,0,1,0,JE334-8
JE334,9,0,1,0,JE334-9
JE334,10,0,1,0,JE334-10
JE334,11,0,1,0,JE334-11
JE334,12,0,1,0,JE334-12
JE334,13,0,1,0,JE334-13
JE334,14,0,1,0,JE334-14
JE334,15,0,1,0,JE334-15
JE334,16,0,1,0,JE334-16
JE334,17,0,1,0,JE334-17
JE334,18,0,1,0,JE334-18
JE334,19,0,1,0,JE334-19
JE334,20,0,1,0,JE334-20
JE334,21,0,1,0,JE334-21
JE334,22,0,1,0,JE334-22
JE334,23,0,0,1,JE334-23
JE336,1,0,1,0,JE336-1
JE336,2,0,1,0,JE336-2
DE371,1,0,0,1,DE371-1
DE371,2,0,0,1,DE371-2
DE371,3,1,0,0,DE371-3
DE371,4,1,0,0,DE371-4
DE371,5,10,0,100,DE371-5
DE371,6,0,0,1,DE371-6
DE371,7,1,0,1,DE371-7
DE371,8,0,0,1,DE371-8
DE371,9,0,0,1,DE371-9
DE371,10,0,0,1,DE371-10
DE371,11,1,0,0,DE371-11
DE371,12,0,0,10,DE371-12
DE371,13,1,0,0,DE371-13
DE371,14,10,0,0,DE371-14
DE371,15,1,0,10,DE371-15
DE371,16,0,0,1,DE371-16
DE371,17,1,0,0,DE371-17
DE371,18,1,0,1,DE371-18
DE371,19,0,0,1,DE371-19
DE371,20,0,0,1,DE371-20
DE371,21,0,0,1,DE371-21
DE371,22,1,0,0,DE371-22
DE371,23,10,0,0,DE371-23
DE371,24,10,0,1,DE371-24
DE371,25,10,0,0,DE371-25
DE371,26,1,0,0,DE371-26
DE371,27,1,0,0,DE371-27
DE371,28,1,0,0,DE371-28
DE371,29,0,0,1,DE371-29
DE371,30,1,0,0,DE371-30
DE371,31,1,0,1,DE371-31
DE371,32,1,0,0,DE371-32
DE371,33,0,0,1,DE371-33
DE371,34,100,0,100,DE371-34
JE306,1,0,1,0,JE306-1
JE306,2,0,1,0,JE306-2
JE306,3,1,0,0,JE306-3
JE306,4,1,1,0,JE306-4
JE306,5,10,0,0,JE306-5
JE306,6,10,0,0,JE306-6
JE306,7,0,1,0,JE306-7
JE306,8,1,0,0,JE306-8
JE306,9,0,1,0,JE306-9
JE306,10,0,1,0,JE306-10
JE306,11,10,0,0,JE306-11
JE306,12,10,0,0,JE306-12
JE306,13,100,0,0,JE306-13
JE306,14,100,0,0,JE306-14
JE306,15,0,1,0,JE306-15
JE306,16,10,1,0,JE306-16
JE306,17,1,1,10,JE306-17
JE306,18,100,0,0,JE306-18
JE306,19,10,1,0,JE306-19
JE306,20,10,1,0,JE306-20
JE306,21,100,10,100,JE306-21
JE306,22,0,0,10,JE306-22
JE306,23,1,0,0,JE306-23
JE306,24,1,0,1,JE306-24
JE306,25,1,10,0,JE306-25
JE306,26,10,1,0,JE306-26
JE306,27,0,10,10,JE306-27
JE306,28,10,1,100,JE306-28
JE306,29,1,0,0,JE306-29
JE306,30,0,1,0,JE306-30
JE306,31,1,1,10,JE306-31
JE306,32,10,1,10,JE306-32
JE306,33,1,1,10,JE306-33
JE306,34,10,1,10,JE306-34
JE307,1,0,0,10,JE307-1
JE307,2,0,0,1,JE307-2
JE307,3,0,0,1,JE307-3
JE307,4,1,0,10,JE307-4
JE307,5,1,1,0,JE307-5
JE307,6,0,0,10,JE307-6
JE307,7,10,1,10,JE307-7
JE307,8,1,0,10,JE307-8
JE307,9,0,1,1,JE307-9
JE307,10,0,1,0,JE307-10
JE307,11,1,0,10,JE307-11
JE307,12,1,0,0,JE307-12
JE307,13,0,1,1,JE307-13
JE307,14,0,0,10,JE307-14
JE307,15,1,0,0,JE307-15
JE307,16,1,0,1,JE307-16
JE307,17,1,1,0,JE307-17
JE307,18,0,0,1,JE307-18
JE307,19,1,0,0,JE307-19
JE307,20,0,1,0,JE307-20
JE307,21,1,0,1,JE307-21
JE307,22,0,0,10,JE307-22
JE307,23,0,1,0,JE307-23
JE307,24,0,0,1,JE307-24
JE307,25,10,0,100,JE307-25
DE400,1,0,1,0,DE400-1
DE400,2,0,0,1,DE400-2
DE400,3,0,0,10,DE400-3
DE400,4,0,1,0,DE400-4
DE400,5,0,0,1,DE400-5
DE400,6,0,1,0,DE400-6
DE400,7,0,0,1,DE400-7
DE400,8,0,0,1,DE400-8
DE396,1,10,0,0,DE396-1
DE396,2,0,0,1,DE396-2
DE396,3,1,0,0,DE396-3
DE396,4,0,0,10,DE396-4
DE396,5,0,0,10,DE396-5
DE396,6,1,0,1,DE396-6
DE396,7,0,1,0,DE396-7
DE396,8,1,0,0,DE396-8
DE396,9,1,0,0,DE396-9
DE372,1,1,0,0,DE372-1
DE372,2,0,1,0,DE372-2
DE372,3,1,0,0,DE372-3
DE372,4,0,1,0,DE372-4
DE372,5,0,1,0,DE372-5
DE372,6,0,1,0,DE372-6
DE376,1,1,0,0,DE376-1
DE376,2,1,0,0,DE376-2
DE376,3,0,0,1,DE376-3
DE376,4,1,0,0,DE376-4
DE376,5,0,1,0,DE376-5
DE376,6,0,1,0,DE376-6
DE377,1,1,0,0,DE377-1
DE377,2,1,0,0,DE377-2
DE377,3,1,0,0,DE377-3
DE377,4,1,0,0,DE377-4
DE377,5,0,0,1,DE377-5
DE377,6,1,0,0,DE377-6
DE377,7,1,0,0,DE377-7
DE377,8,10,0,0,DE377-8
DE377,9,1,0,0,DE377-9
DE377,10,1,0,0,DE377-10
DE377,11,1,0,0,DE377-11
DE377,12,1,0,10,DE377-12
DE408,1,1,0,0,DE408-1
DE408,2,1,0,0,DE408-2
DE420,1,0,1,0,DE420-1
JE337,1,0,1,0,JE337-1
JE337,2,0,0,1,JE337-2
JE337,3,1,0,0,JE337-3
JE337,4,0,0,1,JE337-4
JE337,5,1,0,0,JE337-5
JE337,6,0,1,0,JE337-6
JE337,7,10,0,0,JE337-7
JE337,8,1,0,0,JE337-8
JE337,9,1,0,0,JE337-9
JE337,10,10,0,1,JE337-10
JE337,11,10,0,0,JE337-11
JE337,12,10,0,0,JE337-12
JE337,13,1,0,0,JE337-13
JE337,14,10,0,0,JE337-14
JE337,15,10,0,10,JE337-15
JE337,16,1,0,0,JE337-16
JE337,17,10,0,0,JE337-17
JE337,18,0,1,0,JE337-18
JE337,19,10,0,0,JE337-19
JE337,20,100,10,10,JE337-20
JE337,21,0,0,10,JE337-21
JE308,1,1,0,0,JE308-1
JE308,2,0,0,1,JE308-2
JE308,3,1,0,100,JE308-3
JE308,4,1,0,0,JE308-4
DE378,1,1,0,0,DE378-1
DE378,2,1,0,0,DE378-2
DE378,3,1,1,0,DE378-3
DE432,1,0,1,0,DE432-1
JE309,1,0,0,100,JE309-1
JE309,2,10,0,1000,JE309-2
JE309,3,1,0,100,JE309-3
JE309,4,10,0,1000,JE309-4
JE309,5,1,0,100,JE309-5
JE309,6,0,0,1000,JE309-6
JE309,7,0,0,10,JE309-7
JE309,8,10,0,100,JE309-8
JE309,9,10,1,1000,JE309-9
JE309,10,0,0,100,JE309-10
JE309,11,0,0,1000,JE309-11
JE309,12,10,0,1000,JE309-12
JE309,13,1,0,1000,JE309-13
JE309,14,10,0,1000,JE309-14
JE309,15,1,0,100,JE309-15
JE309,16,0,1,100,JE309-16
JE309,17,10,0,100,JE309-17
JE309,18,10,0,10,JE309-18
JE309,19,0,0,1000,JE309-19
JE309,20,10,0,100,JE309-20
JE309,21,0,0,10,JE309-21
JE309,22,0,1,100,JE309-22
JE309,23,0,0,10,JE309-23
JE309,24,0,0,10,JE309-24
JE309,25,0,0,100,JE309-25
JE309,26,1,1,1000,JE309-26
JE309,27,1,0,10,JE309-27
JE309,28,1,1,1000,JE309-28
JE309,29,10,1,0,JE309-29
JE309,30,0,0,10,JE309-30
JE309,31,0,0,10,JE309-31
JE309,32,1,1,0,JE309-32
JE309,33,0,0,100,JE309-33
JE309,34,1,0,1000,JE309-34
JE309,35,0,0,10,JE309-35
JE309,36,0,1,100,JE309-36
JE309,37,10,0,1000,JE309-37
JE309,38,1,0,100,JE309-38
JE309,39,0,0,100,JE309-39
JE309,40,1,0,0,JE309-40
JE309,41,10,10,1000,JE309-41
DE398,1,1,0,0,DE398-1
DE398,2,1,0,0,DE398-2
DE398,3,1,0,0,DE398-3
DE398,4,0,1,0,DE398-4
DE398,5,0,1,0,DE398-5
DE373,1,1,0,0,DE373-1
DE373,2,1,0,0,DE373-2
DE373,3,1,0,0,DE373-3
DE373,4,1,0,0,DE373-4
DE373,5,1,0,0,DE373-5
DE373,6,1,0,0,DE373-6
DE373,7,1,0,0,DE373-7
DE373,8,1,0,0,DE373-8
DE373,9,0,1,0,DE373-9
DE373,10,0,1,0,DE373-10
DE373,11,1,0,0,DE373-11
DE373,12,1,0,0,DE373-12
DE394,1,1,0,0,DE394-1
DE394,2,1,0,0,DE394-2
DE394,3,1,0,0,DE394-3
DE394,4,1,0,0,DE394-4
JE310,1,1,0,0,JE310-1
JE310,2,1,0,0,JE310-2
JE310,3,0,1,0,JE310-3
JE310,4,0,1,1,JE310-4
JE310,5,1,0,0,JE310-5
JE310,6,1,0,0,JE310-6
JE310,7,1,0,1,JE310-7
JE310,8,0,1,0,JE310-8
JE310,9,0,1,0,JE310-9
JE310,10,1,0,0,JE310-10
JE310,11,1,0,0,JE310-11
JE310,12,1,0,0,JE310-12
JE310,13,1,10,0,JE310-13
JE310,14,0,0,10,JE310-14
JE310,15,1,0,0,JE310-15
JE310,16,10,0,0,JE310-16
JE310,17,1,0,0,JE310-17
JE310,18,1,0,0,JE310-18
JE310,19,1,0,0,JE310-19
JE310,20,0,1,0,JE310-20
JE310,21,1,1,0,JE310-21
JE310,22,10,1,1,JE310-22
JE310,23,1,0,0,JE310-23
JE310,24,0,1,0,JE310-24
JE310,25,10,0,0,JE310-25
JE311,1,1,0,1,JE311-1
JE311,2,1,0,0,JE311-2
JE311,3,1,1,0,JE311-3
JE311,4,1,0,0,JE311-4
DE374,1,1,10,0,DE374-1
DE374,2,1,10,100,DE374-2
DE374,3,0,1,0,DE374-3
DE374,4,1,10,0,DE374-4
DE374,5,1,1,0,DE374-5
DE374,6,0,1,0,DE374-6
DE374,7,1,0,0,DE374-7
DE374,8,1,0,0,DE374-8
DE374,9,1,1,0,DE374-9
DE374,10,0,1,1,DE374-10
DE374,11,1,0,1,DE374-11
DE374,12,0,0,10,DE374-12
DE374,13,1,0,0,DE374-13
DE374,14,0,1,0,DE374-14
DE374,15,1,0,0,DE374-15
DE379,1,1,0,0,DE379-1
DE379,2,0,1,0,DE379-2
DE375,1,0,1,0,DE375-1
DE375,2,0,1,0,DE375-2
DE375,3,1,0,0,DE375-3
DE375,4,0,1,0,DE375-4
DE375,5,0,1,0,DE375-5
DE375,6,0,1,0,DE375-6
DE380,1,10,1,0,DE380-1
DE380,2,0,1,10,DE380-2
DE380,3,10,1,1,DE380-3
DE380,4,0,0,1,DE380-4
DE380,5,1,1,0,DE380-5
DE380,6,0,0,1,DE380-6
DE380,7,0,0,1,DE380-7
DE380,8,0,0,10,DE380-8
DE380,9,0,0,1,DE380-9
DE380,10,0,0,1,DE380-10
DE380,11,1,0,0,DE380-11
DE380,12,1,0,1,DE380-12
DE380,13,1,0,10,DE380-13
DE380,14,1,0,0,DE380-14
DE380,15,1,0,0,DE380-15
DE380,16,0,0,1,DE380-16
DE380,17,0,0,1,DE380-17
DE380,18,1,0,0,DE380-18
JE314,1,0,1,10,JE314-1
JE314,2,0,0,10,JE314-2
JE314,3,1,0,1,JE314-3
JE314,4,0,1,0,JE314-4
JE314,5,1,0,100,JE314-5
JE314,6,1,0,0,JE314-6
JE314,7,10,0,10,JE314-7
JE314,8,10,0,100,JE314-8
JE314,9,1,1,100,JE314-9
JE314,10,1,0,0,JE314-10
JE314,11,1,0,1,JE314-11
JE314,12,10,0,0,JE314-12
JE314,13,10,0,1000,JE314-13
JE314,14,10,0,100,JE314-14
JE314,15,10,0,10,JE314-15
JE314,16,10,0,100,JE314-16
JE314,17,10,0,0,JE314-17
JE314,18,10,0,10,JE314-18
JE314,19,1,0,0,JE314-19
JE314,20,10,0,0,JE314-20
JE314,21,10,0,0,JE314-21
JE314,22,10,0,10,JE314-22
JE314,23,10,0,100,JE314-23
JE314,24,0,0,10,JE314-24
JE314,25,1,0,10,JE314-25
JE314,26,1,0,100,JE314-26
JE314,27,1,0,0,JE314-27
JE314,28,10,0,1000,JE314-28
JE314,29,1,1,10,JE314-29
JE314,30,10,0,0,JE314-30
DE395,1,1,10,0,DE395-1
DE395,2,0,1,0,DE395-2
DE395,3,1,0,0,DE395-3
DE395,4,1,1,1,DE395-4
DE395,5,1,0,0,DE395-5
DE395,6,0,1,0,DE395-6
DE395,7,10,1,0,DE395-7
DE395,8,1,0,0,DE395-8
DE395,9,0,0,1,DE395-9
DE395,10,1,1,0,DE395-10
DE395,11,1,0,0,DE395-11
DE397,1,1,0,1,DE397-1
DE397,2,1,0,0,DE397-2
DE397,3,0,0,1,DE397-3
DE397,4,1,1,0,DE397-4
DE397,5,0,1,0,DE397-5
DE399,1,0,1,0,DE399-1
JE312,1,0,1,0,JE312-1
JE312,2,100,0,0,JE312-2
JE312,3,0,1,0,JE312-3
JE312,4,0,0,10,JE312-4
JE312,5,0,0,100,JE312-5
JE312,6,10,0,100,JE312-6
JE312,7,10,0,100,JE312-7
JE312,8,10,0,0,JE312-8
JE312,9,0,0,10,JE312-9
JE312,10,0,0,10,JE312-10
JE312,11,1,1,100,JE312-11
JE312,12,1,0,100,JE312-12
JE312,13,1,0,1,JE312-13
JE312,14,10,0,100,JE312-14
JE312,15,10,1,0,JE312-15
JE312,16,10,0,100,JE312-16
JE312,17,10,0,0,JE312-17
JE312,18,10,0,10,JE312-18
JE312,19,1,0,10,JE312-19
JE312,20,1,0,0,JE312-20
JE312,21,10,1,10,JE312-21
JE312,22,10,0,100,JE312-22
JE313,1,10,1,100,JE313-1
JE313,2,100,10,1000,JE313-2
JE313,3,1,0,10,JE313-3
JE313,4,10,1,100,JE313-4
JE313,5,10,0,10,JE313-5
JE313,6,1,0,100,JE313-6
JE313,7,1,0,100,JE313-7
JE313,8,10,0,10,JE313-8
JE313,9,1,0,10,JE313-9
JE313,10,1,0,10,JE313-10
JE313,11,10,0,0,JE313-11
JE313,12,1,0,10,JE313-12
DE381,1,1,0,0,DE381-1
DE381,2,0,1,0,DE381-2
DE381,3,0,1,0,DE381-3
DE381,4,0,1,0,DE381-4
DE381,5,1,0,0,DE381-5
DE381,6,1,0,0,DE381-6
DE381,7,1,1,0,DE381-7
DE381,8,1,0,0,DE381-8
DE381,9,1,1,0,DE381-9
DE381,10,10,0,0,DE381-10
DE381,11,1,1000,0,DE381-11
DE381,12,0,1,0,DE381-12
JE316,1,10,0,10,JE316-1
JE316,2,0,1,0,JE316-2
JE316,3,0,1,0,JE316-3
JE316,4,1,1,100,JE316-4
JE316,5,0,0,100,JE316-5
JE316,6,1,0,0,JE316-6
JE316,7,1,0,0,JE316-7
JE316,8,1,0,10,JE316-8
JE316,9,10,0,10,JE316-9
JE316,10,1,0,1,JE316-10
JE316,11,1,0,10,JE316-11
JE316,12,1,0,10,JE316-12
JE316,13,1,0,10,JE316-13
JE316,14,10,1,10,JE316-14
JE316,15,0,0,10,JE316-15
JE316,16,1,0,1,JE316-16
JE316,17,1,0,10,JE316-17
JE316,18,0,0,10,JE316-18
JE316,19,1,0,10,JE316-19
JE316,20,0,1,0,JE316-20
JE338,1,1,10,100,JE338-1
JE338,2,1,10,10,JE338-2
JE338,3,10,0,100,JE338-3
JE338,4,10,1,100,JE338-4
JE338,5,100,10,1000,JE338-5
JE338,6,1,0,10,JE338-6
JE338,7,0,1,100,JE338-7
JE338,8,1,0,10,JE338-8
JE338,9,10,1,10,JE338-9
JE338,10,1,1,10,JE338-10
JE338,11,10,1,100,JE338-11
JE338,12,1,0,0,JE338-12
JE338,13,1,1,10,JE338-13
JE338,14,100,10,1000,JE338-14
JE338,15,10,1,100,JE338-15
JE338,16,1,0,10,JE338-16
JE338,17,10,0,100,JE338-17
JE338,18,10,0,10,JE338-18
JE363,1,0,0,10,JE363-1
JE363,2,10,0,0,JE363-2
JE363,3,1,0,1,JE363-3
JE363,4,1,10,10,JE363-4
JE363,5,10,0,10,JE363-5
JE363,6,1,1,1,JE363-6
JE363,7,10,1,0,JE363-7
JE363,8,1,1,10,JE363-8
JE363,9,10,0,100,JE363-9
JE363,10,10,1,10,JE363-10
JE363,11,10,1,10,JE363-11
JE363,12,10,1,10,JE363-12
JE363,13,10,10,10,JE363-13
JE315,1,0,1,10,JE315-1
JE315,2,0,1,10,JE315-2
JE315,3,10,10,100,JE315-3
JE315,4,1,10,100,JE315-4
JE315,5,0,10,10,JE315-5
JE315,6,1,0,0,JE315-6
JE315,7,10,1,0,JE315-7
JE315,8,10,10,100,JE315-8
JE315,9,10,10,100,JE315-9
JE340,1,1,0,10,JE340-1
JE340,2,1,0,0,JE340-2
JE340,3,10,1,0,JE340-3
JE340,4,1,0,10,JE340-4
JE340,5,10,0,10,JE340-5
JE340,6,10,0,10,JE340-6
JE341,1,10,10,0,JE341-1
JE341,2,10,0,0,JE341-2
JE341,3,1,0,0,JE341-3
JE341,4,0,1,0,JE341-4
JE341,5,10,1,10,JE341-5
JE341,6,1,0,0,JE341-6
JE341,7,1,0,0,JE341-7
JE341,8,10,10,0,JE341-8
JE341,9,1,0,0,JE341-9
JE341,10,10,0,0,JE341-10
JE341,11,10,1,0,JE341-11
JE341,12,10,1,10,JE341-12
JE341,13,1,0,0,JE341-13
DE501,1,0,0,1,DE501-1
DE501,2,0,0,1,DE501-2
DE505,1,0,1,0,DE505-1
DE506,1,0,0,1,DE506-1
DE506,2,0,1,1,DE506-2
DE506,3,0,1,0,DE506-3
DE506,4,0,0,1,DE506-4
DE506,5,0,0,1,DE506-5
DE506,6,0,1,0,DE506-6
DE506,7,0,1,1,DE506-7
DE506,8,0,0,10,DE506-8
DE506,9,0,0,1,DE506-9
DE506,10,0,0,1,DE506-10
DE506,11,0,1,0,DE506-11
DE510,1,0,1,10,DE510-1
DE510,2,0,1,0,DE510-2
DE510,3,0,0,1,DE510-3
DE510,4,0,0,1,DE510-4
DE510,5,0,0,10,DE510-5
DE510,6,0,0,10,DE510-6
JE412,1,1,0,0,JE412-1
JE412,2,0,0,1,JE412-2
JE412,3,0,0,1,JE412-3
JE412,4,0,0,1,JE412-4
JE412,5,1,1,1,JE412-5
JE412,6,0,1,0,JE412-6
DE516,1,0,0,1,DE516-1
