survey_id,school_number,school_sliders,school_poppers,school_dimpling,school_id
DE516,2,0,1,0,DE516-2
JE401,1,0,1,0,JE401-1
JE401,2,0,1,0,JE401-2
JE401,3,0,1,0,JE401-3
JE401,4,0,0,1,JE401-4
JE401,5,0,1,1,JE401-5
JE401,6,0,1,0,JE401-6
JE401,7,0,0,1,JE401-7
JE401,8,0,1,10,JE401-8
JE401,9,0,0,10,JE401-9
JE401,10,0,1,1,JE401-10
JE401,11,0,0,100,JE401-11
JE401,12,0,1,10,JE401-12
JE402,1,0,1,1,JE402-1
JE402,2,0,0,1,JE402-2
JE402,3,0,1,1,JE402-3
JE402,4,0,1,0,JE402-4
JE402,5,0,1,0,JE402-5
JE402,6,0,1,0,JE402-6
JE402,7,0,1,0,JE402-7
JE402,8,0,1,0,JE402-8
JE402,9,0,1,1,JE402-9
JE402,10,0,0,1,JE402-10
JE403,1,0,1,0,JE403-1
JE404,1,0,0,10,JE404-1
JE404,2,0,0,1,JE404-2
DE517,1,0,0,0,DE517-1
DE517,2,0,1,0,DE517-2
DE517,3,0,0,1,DE517-3
DE517,4,0,0,1,DE517-4
DE517,5,0,0,0,DE517-5
DE517,6,0,0,1,DE517-6
DE517,7,0,0,1,DE517-7
DE517,8,0,10,1,DE517-8
DE517,9,0,1,1,DE517-9
DE517,10,0,1,0,DE517-10
DE517,11,0,10,1,DE517-11
DE517,12,0,1,1,DE517-12
DE517,13,1,1,0,DE517-13
DE517,14,0,0,0,DE517-14
DE517,15,0,0,0,DE517-15
DE517,16,0,10,0,DE517-16
DE517,17,0,0,1,DE517-17
DE517,18,0,0,0,DE517-18
DE517,19,0,1,10,DE517-19
DE517,20,0,1,10,DE517-20
DE517,21,0,0,0,DE517-21
DE517,22,0,1,1,DE517-22
DE517,23,1,0,0,DE517-23
DE517,24,1,1,1,DE517-24
DE517,25,1,0,0,DE517-25
DE517,26,1,0,0,DE517-26
DE517,27,0,0,10,DE517-27
DE515,1,0,1,0,DE515-1
DE515,2,1,1,0,DE515-2
DE515,3,1,0,0,DE515-3
DE515,4,1,0,0,DE515-4
DE531,1,10,0,0,DE531-1
DE531,2,0,1,0,DE531-2
DE531,3,1,0,0,DE531-3
DE531,4,0,1,0,DE531-4
DE531,5,1,0,0,DE531-5
DE531,6,10,0,0,DE531-6
DE531,7,1,0,0,DE531-7
DE531,8,0,1,0,DE531-8
DE531,9,1,0,0,DE531-9
DE531,10,0,1,0,DE531-10
DE531,11,0,1,0,DE531-11
DE513,1,0,1,0,DE513-1
DE513,2,0,1,0,DE513-2
DE513,3,0,0,1,DE513-3
DE513,4,0,1,0,DE513-4
DE513,5,0,0,1,DE513-5
DE513,6,1,0,0,DE513-6
DE513,7,0,1,0,DE513-7
DE513,8,0,0,100,DE513-8
DE513,9,0,0,100,DE513-9
DE513,10,1,1,0,DE513-10
DE513,11,0,0,100,DE513-11
DE513,12,0,0,100,DE513-12
DE513,13,0,0,100,DE513-13
DE513,14,0,0,10,DE513-14
DE513,15,0,0,100,DE513-15
DE513,16,0,1,10,DE513-16
DE513,17,0,0,100,DE513-17
DE513,18,0,0,10,DE513-18
DE513,19,0,0,10,DE513-19
DE513,20,0,0,10,DE513-20
DE513,21,1,0,10,DE513-21
DE513,22,0,0,10,DE513-22
DE513,23,1,0,100,DE513-23
DE513,24,0,0,10,DE513-24
DE513,25,0,0,10,DE513-25
DE513,26,0,0,10,DE513-26
DE513,27,0,0,10,DE513-27
DE513,28,0,1,10,DE513-28
DE513,29,10,0,10,DE513-29
DE513,30,1,0,0,DE513-30
DE513,31,0,0,10,DE513-31
DE513,32,1,0,0,DE513-32
DE513,33,1,0,0,DE513-33
DE513,34,1,0,0,DE513-34
DE513,35,10,0,0,DE513-35
DE513,36,1,0,100,DE513-36
DE513,37,0,1,10,DE513-37
DE513,38,0,0,10,DE513-38
DE513,39,1,0,0,DE513-39
DE513,40,1,0,0,DE513-40
DE513,41,1,0,0,DE513-41
DE513,42,0,0,10,DE513-42
DE513,43,0,0,10,DE513-43
DE513,44,1,0,10,DE513-44
DE513,45,1,0,0,DE513-45
DE513,46,1,0,1,DE513-46
DE513,47,1,0,1,DE513-47
DE513,48,1,1,1,DE513-48
DE513,49,0,1,0,DE513-49
DE519,1,1,0,0,DE519-1
DE513,50,0,1,0,DE513-50
JE407,1,0,1,0,JE407-1
DE514,1,0,0,1,DE514-1
DE514,2,0,0,10,DE514-2
JE417,1,0,1,0,JE417-1
JE417,2,0,0,1,JE417-2
JE418,1,1,0,10,JE418-1
JE418,2,0,1,0,JE418-2
JE418,3,0,1,0,JE418-3
JE418,4,0,0,1,JE418-4
JE418,5,0,1,10,JE418-5
JE418,6,1,0,10,JE418-6
JE418,7,1,0,1,JE418-7
JE418,8,10,1,1,JE418-8
JE418,9,0,0,10,JE418-9
DE520,1,0,0,10,DE520-1
DE520,2,0,1,0,DE520-2
DE520,3,0,0,10,DE520-3
DE520,4,0,0,1,DE520-4
DE520,5,0,0,1,DE520-5
DE520,6,1,1,0,DE520-6
DE520,7,0,0,1,DE520-7
DE520,8,0,0,10,DE520-8
DE520,9,0,0,1,DE520-9
DE520,10,0,0,10,DE520-10
DE520,11,0,1,1,DE520-11
DE520,12,1,10,0,DE520-12
DE520,13,1,0,0,DE520-13
DE520,14,1,0,0,DE520-14
DE520,15,1,0,0,DE520-15
DE520,16,0,1,0,DE520-16
DE520,17,0,1,0,DE520-17
DE520,18,0,0,1,DE520-18
DE520,19,0,0,10,DE520-19
DE520,20,1,1,0,DE520-20
DE520,21,0,0,1,DE520-21
DE520,22,1,0,1,DE520-22
DE520,23,0,0,1,DE520-23
DE520,24,0,0,1,DE520-24
DE520,25,0,0,1,DE520-25
DE520,26,0,0,10,DE520-26
DE520,27,0,0,1,DE520-27
DE520,28,0,0,10,DE520-28
DE520,29,0,1,0,DE520-29
DE520,30,0,1,0,DE520-30
DE520,31,0,1,0,DE520-31
DE520,32,1,0,0,DE520-32
DE520,33,1,0,0,DE520-33
DE520,34,1,0,0,DE520-34
DE520,35,0,0,1,DE520-35
DE520,36,1,0,0,DE520-36
DE520,37,1,0,0,DE520-37
DE520,38,0,0,10,DE520-38
DE520,39,0,0,1,DE520-39
DE520,40,0,0,1,DE520-40
DE520,41,1,0,0,DE520-41
DE520,42,1,0,0,DE520-42
DE520,43,1,0,0,DE520-43
DE520,44,1,0,0,DE520-44
DE520,45,1,0,0,DE520-45
DE520,46,1,0,0,DE520-46
DE520,47,0,1,0,DE520-47
DE521,1,0,0,10,DE521-1
DE521,2,10,0,100,DE521-2
DE521,3,0,0,10,DE521-3
DE521,4,1,1,100,DE521-4
DE521,5,1,1,10,DE521-5
DE521,6,1,0,100,DE521-6
DE521,7,1,10,1000,DE521-7
DE521,8,0,1,100,DE521-8
DE521,9,0,0,10,DE521-9
DE521,10,1,0,0,DE521-10
DE521,11,1,10,100,DE521-11
DE521,12,0,1,10,DE521-12
DE521,13,0,0,10,DE521-13
DE521,14,0,0,10,DE521-14
DE521,15,0,0,10,DE521-15
DE521,16,0,0,10,DE521-16
DE521,17,0,0,10,DE521-17
DE521,18,0,0,100,DE521-18
DE521,19,0,0,1,DE521-19
DE521,20,0,0,100,DE521-20
DE521,21,1,0,10,DE521-21
DE521,22,1,0,0,DE521-22
DE521,23,0,0,10,DE521-23
DE521,24,0,10,0,DE521-24
DE521,25,1,0,0,DE521-25
DE521,26,0,1,0,DE521-26
DE521,27,0,0,1,DE521-27
JE414,1,0,1,0,JE414-1
JE414,2,0,1,100,JE414-2
JE414,3,0,0,100,JE414-3
JE414,4,0,1,100,JE414-4
JE414,5,0,1,0,JE414-5
JE414,6,0,0,10,JE414-6
JE414,7,0,0,10,JE414-7
JE414,8,0,0,10,JE414-8
JE414,9,10,0,10,JE414-9
JE414,10,0,1,10,JE414-10
JE414,11,0,1,0,JE414-11
JE414,12,0,1,0,JE414-12
JE414,13,1,0,100,JE414-13
JE414,14,0,1,0,JE414-14
DE523,1,0,0,1,DE523-1
DE523,2,0,0,1,DE523-2
DE523,3,1,0,0,DE523-3
DE523,4,0,0,1,DE523-4
DE523,5,0,0,10,DE523-5
DE523,6,0,0,10,DE523-6
DE523,7,0,0,1,DE523-7
DE523,8,0,0,10,DE523-8
DE523,9,0,0,1,DE523-9
DE523,10,0,0,1,DE523-10
DE523,11,0,0,1,DE523-11
DE523,12,0,0,1,DE523-12
DE523,13,1,0,0,DE523-13
DE523,14,0,0,1,DE523-14
DE523,15,0,0,1,DE523-15
DE523,16,0,0,1,DE523-16
DE523,17,0,0,10,DE523-17
DE523,18,0,0,10,DE523-18
DE523,19,0,1,0,DE523-19
DE523,20,0,0,100,DE523-20
DE523,21,0,0,100,DE523-21
DE523,22,1,0,100,DE523-22
DE523,23,1,0,0,DE523-23
DE523,24,0,0,10,DE523-24
DE523,25,0,0,1,DE523-25
DE523,26,0,0,100,DE523-26
DE523,27,0,0,1,DE523-27
DE523,28,0,0,1,DE523-28
DE523,29,0,0,1,DE523-29
DE523,30,0,1,0,DE523-30
DE523,31,0,1,0,DE523-31
DE523,32,0,0,1,DE523-32
DE523,33,1,0,0,DE523-33
DE523,34,1,0,0,DE523-34
DE523,35,0,1,0,DE523-35
DE523,36,0,1,0,DE523-36
DE523,37,0,1,0,DE523-37
DE523,38,0,1,0,DE523-38
DE523,39,0,1,0,DE523-39
DE523,40,1,0,0,DE523-40
JE415,1,1,1,100,JE415-1
JE415,2,0,0,100,JE415-2
JE415,3,0,1,0,JE415-3
JE415,4,0,1,0,JE415-4
JE415,5,0,1,0,JE415-5
JE415,6,0,0,10,JE415-6
JE415,7,1,10,0,JE415-7
JE415,8,0,10,10,JE415-8
JE415,9,0,0,10,JE415-9
JE415,10,0,0,10,JE415-10
JE415,11,0,0,1,JE415-11
JE415,12,0,0,10,JE415-12
JE415,13,0,0,10,JE415-13
JE415,14,0,0,10,JE415-14
JE415,15,1,10,100,JE415-15
DE524,1,1,0,0,DE524-1
DE524,2,0,0,1,DE524-2
DE524,3,0,0,1,DE524-3
DE524,4,0,0,1,DE524-4
DE524,5,0,0,1,DE524-5
DE524,6,0,0,10,DE524-6
DE524,7,0,0,10,DE524-7
DE524,8,0,0,10,DE524-8
DE524,9,0,0,1,DE524-9
DE524,10,1,0,100,DE524-10
DE524,11,0,0,10,DE524-11
DE524,12,0,0,1,DE524-12
DE524,13,0,1,1,DE524-13
DE524,14,0,0,10,DE524-14
DE524,15,0,0,1,DE524-15
DE524,16,0,0,1,DE524-16
DE524,17,0,0,1,DE524-17
DE524,18,0,0,10,DE524-18
DE524,19,0,0,1,DE524-19
DE524,20,0,1,1,DE524-20
DE524,21,0,0,10,DE524-21
DE524,22,0,0,100,DE524-22
DE524,23,0,0,10,DE524-23
DE524,24,0,1,0,DE524-24
DE524,25,0,0,1,DE524-25
DE524,26,0,0,10,DE524-26
DE524,27,0,0,10,DE524-27
DE524,28,0,0,100,DE524-28
DE524,29,0,0,10,DE524-29
DE524,30,0,0,10,DE524-30
DE524,31,0,0,1,DE524-31
DE524,32,0,0,1,DE524-32
DE524,33,0,0,10,DE524-33
DE524,34,0,0,1,DE524-34
DE524,35,0,0,10,DE524-35
DE524,36,0,0,10,DE524-36
DE524,37,1,0,10,DE524-37
DE524,38,0,0,1,DE524-38
DE524,39,0,0,1,DE524-39
DE524,40,0,0,10,DE524-40
DE524,41,1,0,0,DE524-41
DE524,42,0,1,0,DE524-42
DE524,43,0,0,1,DE524-43
DE525,1,0,1,0,DE525-1
DE525,2,0,0,1,DE525-2
DE525,3,0,1,0,DE525-3
DE525,4,1,0,0,DE525-4
DE525,5,1,0,0,DE525-5
DE525,6,0,0,1,DE525-6
DE525,7,0,1,0,DE525-7
DE525,8,0,0,10,DE525-8
DE525,9,0,1,0,DE525-9
DE525,10,1,0,0,DE525-10
DE525,11,1,0,0,DE525-11
DE525,12,0,0,10,DE525-12
DE525,13,0,1,1,DE525-13
DE525,14,0,0,1,DE525-14
DE525,15,0,1,1,DE525-15
DE525,16,0,0,10,DE525-16
DE525,17,0,0,1,DE525-17
DE525,18,0,0,10,DE525-18
DE525,19,1,1,100,DE525-19
DE525,20,0,0,10,DE525-20
DE525,21,1,0,0,DE525-21
DE525,22,0,0,1,DE525-22
DE525,23,0,0,10,DE525-23
DE525,24,0,0,10,DE525-24
DE525,25,1,0,0,DE525-25
DE525,26,0,1,0,DE525-26
DE525,27,0,0,1,DE525-27
DE525,28,0,0,10,DE525-28
DE525,29,1,1,10,DE525-29
DE525,30,0,0,10,DE525-30
DE525,31,0,0,10,DE525-31
DE525,32,0,0,100,DE525-32
DE525,33,0,0,1,DE525-33
DE525,34,0,0,1,DE525-34
DE525,35,0,1,0,DE525-35
DE525,36,0,0,1,DE525-36
DE525,37,0,0,10,DE525-37
DE525,38,0,0,10,DE525-38
DE525,39,0,0,100,DE525-39
DE525,40,0,0,1,DE525-40
DE525,41,0,0,1,DE525-41
DE525,42,0,1,1,DE525-42
DE525,43,0,1,0,DE525-43
DE525,44,0,1,0,DE525-44
DE525,45,0,1,0,DE525-45
DE525,46,1,0,0,DE525-46
DE525,47,1,0,0,DE525-47
DE525,48,0,1,0,DE525-48
DE525,49,0,1,0,DE525-49
DE525,50,0,0,1,DE525-50
DE525,51,0,0,1,DE525-51
DE525,52,1,0,1,DE525-52
DE525,53,10,10,10000,DE525-53
DE526,1,0,1,0,DE526-1
DE526,2,1,0,1,DE526-2
DE526,3,0,1,0,DE526-3
DE526,4,0,1,0,DE526-4
DE526,5,1,1,0,DE526-5
DE526,6,1,0,0,DE526-6
DE526,7,1,0,1,DE526-7
JE419,1,0,0,100,JE419-1
JE419,2,10,10,100,JE419-2
JE419,3,0,1,100,JE419-3
JE419,4,0,1,10,JE419-4
JE419,5,1,0,10,JE419-5
JE419,6,0,1,10,JE419-6
JE419,7,0,1,0,JE419-7
JE419,8,1,0,0,JE419-8
JE419,9,1,1,100,JE419-9
JE419,10,0,0,100,JE419-10
JE419,11,0,1,100,JE419-11
JE419,12,0,0,100,JE419-12
JE419,13,0,0,100,JE419-13
JE419,14,1,0,100,JE419-14
JE419,15,1,0,10,JE419-15
JE419,16,0,0,10,JE419-16
DE527,1,1,0,0,DE527-1
DE527,2,0,1,0,DE527-2
DE527,3,0,1,1,DE527-3
DE527,4,1,0,0,DE527-4
DE527,5,0,1,0,DE527-5
DE527,6,0,0,1,DE527-6
DE527,7,1,0,0,DE527-7
DE527,8,1,0,0,DE527-8
DE527,9,0,0,1,DE527-9
DE527,10,0,0,1,DE527-10
DE527,11,0,1,0,DE527-11
DE527,12,1,0,1,DE527-12
DE527,13,0,0,10,DE527-13
DE527,14,0,0,1,DE527-14
DE527,15,0,0,1,DE527-15
DE527,16,0,0,1,DE527-16
DE527,17,1,0,0,DE527-17
DE527,18,0,0,1,DE527-18
DE527,19,1,0,0,DE527-19
DE527,20,0,0,1,DE527-20
DE527,21,0,0,1,DE527-21
DE527,22,0,1,0,DE527-22
DE527,23,1,0,0,DE527-23
DE527,24,0,0,1,DE527-24
DE527,25,0,0,1,DE527-25
DE527,26,0,1,0,DE527-26
DE527,27,0,0,1,DE527-27
DE527,28,1,0,0,DE527-28
DE527,29,0,1,0,DE527-29
DE527,30,1,0,0,DE527-30
DE527,31,0,1,0,DE527-31
DE527,32,1,0,0,DE527-32
DE527,33,0,0,1,DE527-33
DE527,34,1,0,0,DE527-34
DE528,1,0,1,1,DE528-1
DE528,2,0,1,0,DE528-2
DE528,3,0,1,0,DE528-3
DE528,4,0,0,1,DE528-4
DE528,5,0,0,10,DE528-5
DE528,6,0,0,10,DE528-6
DE528,7,0,0,1,DE528-7
DE528,8,0,0,1,DE528-8
DE528,9,0,0,1,DE528-9
DE528,10,0,0,10,DE528-10
DE528,11,0,0,1,DE528-11
DE528,12,0,0,10,DE528-12
DE528,13,0,1,0,DE528-13
DE528,14,0,1,0,DE528-14
DE528,15,0,0,1,DE528-15
DE528,16,0,0,1,DE528-16
DE528,17,0,0,1,DE528-17
DE528,18,0,0,1,DE528-18
DE528,19,0,0,10,DE528-19
DE528,20,0,0,10,DE528-20
DE528,21,0,0,10,DE528-21
DE528,22,0,1,100,DE528-22
DE528,23,0,1,0,DE528-23
DE528,24,0,0,1,DE528-24
DE528,25,0,1,0,DE528-25
DE528,26,0,10,1,DE528-26
DE528,27,1,0,0,DE528-27
DE528,28,0,1,0,DE528-28
DE528,29,1,1,0,DE528-29
DE528,30,0,0,1,DE528-30
DE528,31,0,0,1,DE528-31
DE528,32,0,1,0,DE528-32
DE528,33,0,0,1,DE528-33
DE528,34,0,1,0,DE528-34
DE528,35,0,0,1,DE528-35
DE528,36,0,1,1,DE528-36
DE528,37,0,1,0,DE528-37
DE528,38,0,1,0,DE528-38
DE528,39,0,10,0,DE528-39
DE528,40,0,0,1,DE528-40
DE528,41,0,10,0,DE528-41
DE528,42,0,0,1,DE528-42
DE528,43,0,1,0,DE528-43
DE528,44,0,10,0,DE528-44
DE529,1,0,0,1,DE529-1
DE529,2,0,0,10,DE529-2
DE529,3,0,0,10,DE529-3
DE529,4,0,0,10,DE529-4
DE529,5,0,0,10,DE529-5
DE529,6,0,0,1,DE529-6
DE529,7,0,0,10,DE529-7
DE529,8,0,0,1,DE529-8
DE529,9,0,0,10,DE529-9
DE529,10,0,0,1,DE529-10
DE529,11,0,0,10,DE529-11
DE529,12,0,0,100,DE529-12
DE529,13,0,0,100,DE529-13
DE529,14,0,0,10,DE529-14
DE529,15,0,0,10,DE529-15
DE529,16,0,0,100,DE529-16
DE529,17,0,0,10,DE529-17
DE529,18,0,0,10,DE529-18
DE529,19,0,0,1,DE529-19
DE529,20,0,0,100,DE529-20
DE529,21,0,0,100,DE529-21
DE529,22,0,0,10,DE529-22
DE529,23,0,0,1,DE529-23
DE529,24,0,0,10,DE529-24
DE529,25,0,0,1,DE529-25
DE529,26,0,0,1,DE529-26
DE529,27,0,1,0,DE529-27
DE529,28,0,0,1,DE529-28
DE529,29,0,0,1,DE529-29
DE529,30,0,0,1,DE529-30
DE529,31,0,0,10,DE529-31
DE529,32,0,0,1,DE529-32
DE529,33,0,1,1,DE529-33
DE529,34,0,0,10,DE529-34
DE529,35,0,0,1,DE529-35
DE529,36,0,0,10,DE529-36
DE529,37,0,1,0,DE529-37
DE529,38,1,1,1,DE529-38
DE529,39,0,0,1,DE529-39
DE529,40,0,0,1,DE529-40
DE529,41,0,0,1,DE529-41
DE529,42,0,0,1,DE529-42
DE529,43,0,1,0,DE529-43
DE529,44,0,1,0,DE529-44
DE529,45,0,1,0,DE529-45
DE529,46,0,0,1,DE529-46
DE529,47,0,0,1,DE529-47
DE529,48,0,1,10,DE529-48
DE529,49,0,1,1,DE529-49
DE530,1,0,0,10,DE530-1
DE530,2,0,0,1,DE530-2
DE530,3,0,0,100,DE530-3
DE530,4,0,0,1,DE530-4
DE530,5,0,0,1,DE530-5
DE530,6,0,1,0,DE530-6
DE530,7,1,10,1,DE530-7
DE530,8,0,0,1,DE530-8
DE530,9,0,0,1,DE530-9
DE530,10,0,1,1,DE530-10
DE530,11,0,0,1,DE530-11
DE530,12,0,1,0,DE530-12
DE530,13,0,0,1,DE530-13
DE530,14,0,0,1,DE530-14
DE530,15,0,1,0,DE530-15
DE530,16,0,0,10,DE530-16
DE530,17,1,1,0,DE530-17
DE530,18,0,10,0,DE530-18
DE530,19,0,1,10,DE530-19
DE530,20,0,10,0,DE530-20
DE530,21,0,1,10,DE530-21
DE530,22,0,1,10,DE530-22
DE530,23,0,1,0,DE530-23
DE530,24,0,1,0,DE530-24
DE530,25,1,0,0,DE530-25
DE530,26,0,0,10,DE530-26
DE530,27,0,1,0,DE530-27
DE530,28,0,1,0,DE530-28
DE530,29,0,10,0,DE530-29
DE530,30,0,0,100,DE530-30
DE530,31,0,1,0,DE530-31
DE530,32,10,0,0,DE530-32
DE530,33,0,1,0,DE530-33
DE530,34,0,0,1,DE530-34
DE530,35,0,0,1,DE530-35
DE530,36,0,1,10,DE530-36
DE530,37,0,0,1,DE530-37
DE530,38,0,1,0,DE530-38
DE530,39,0,1,0,DE530-39
DE530,40,0,1,0,DE530-40
DE530,41,0,1,0,DE530-41
DE530,42,0,0,10,DE530-42
JE420,1,0,1,0,JE420-1
JE420,2,0,1,10,JE420-2
JE420,3,0,1,10,JE420-3
DE532,1,0,1,0,DE532-1
DE532,2,0,1,0,DE532-2
JE421,1,0,0,10,JE421-1
JE421,2,0,0,10,JE421-2
JE421,3,0,0,10,JE421-3
JE421,4,10,10,100,JE421-4
JE421,5,1,0,0,JE421-5
JE421,6,0,1,0,JE421-6
JE421,7,10,1,10,JE421-7
JE421,8,1,0,0,JE421-8
JE421,9,0,1,1,JE421-9
JE421,10,10,10,100,JE421-10
JE421,11,10,0,10,JE421-11
JE421,12,1,0,0,JE421-12
JE421,13,0,10,0,JE421-13
JE421,14,10,1,10,JE421-14
JE421,15,10,1,10,JE421-15
JE421,16,10,0,10,JE421-16
JE421,17,10,10,10,JE421-17
JE421,18,0,1,0,JE421-18
JE422,1,0,0,10,JE422-1
JE422,2,1,0,0,JE422-2
JE422,3,0,1,1,JE422-3
JE422,4,10,1,0,JE422-4
JE422,5,1,0,0,JE422-5
JE422,6,1,1,10,JE422-6
JE422,7,1,10,0,JE422-7
JE422,8,1,0,0,JE422-8
JE422,9,1,1,0,JE422-9
JE422,10,10,0,0,JE422-10
JE422,11,1,0,0,JE422-11
JE422,12,10,10,100,JE422-12
JE422,13,1,0,0,JE422-13
JE422,14,1,0,0,JE422-14
DE533,1,1,0,0,DE533-1
DE533,2,0,1,0,DE533-2
DE533,3,0,1,0,DE533-3
DE533,4,0,10,0,DE533-4
DE533,5,0,0,1,DE533-5
DE533,6,0,0,1,DE533-6
DE533,7,0,1,0,DE533-7
DE533,8,0,0,1,DE533-8
DE533,9,0,1,0,DE533-9
DE533,10,0,0,10,DE533-10
DE533,11,0,0,10,DE533-11
DE533,12,0,0,1,DE533-12
DE533,13,0,0,1,DE533-13
DE533,14,0,0,1,DE533-14
DE533,15,0,1,0,DE533-15
DE533,16,0,1,0,DE533-16
DE533,17,0,1,0,DE533-17
DE533,18,1,0,1,DE533-18
DE533,19,0,1,0,DE533-19
DE533,20,0,1,0,DE533-20
DE533,21,0,1,0,DE533-21
DE533,22,0,1,0,DE533-22
DE533,23,0,1,1,DE533-23
DE533,24,0,0,1,DE533-24
DE533,25,0,1,0,DE533-25
DE533,26,0,1,0,DE533-26
DE533,27,0,1,1,DE533-27
DE533,28,0,0,1,DE533-28
DE533,29,1,0,1,DE533-29
DE533,30,0,0,1,DE533-30
DE534,1,1,0,1,DE534-1
DE534,2,0,1,1,DE534-2
DE534,3,0,0,1,DE534-3
DE534,4,0,0,1,DE534-4
DE534,5,0,0,1,DE534-5
DE534,6,0,1,0,DE534-6
DE534,7,0,1,10,DE534-7
DE534,8,0,0,1,DE534-8
DE534,9,0,0,1,DE534-9
DE534,10,0,0,1,DE534-10
DE534,11,0,0,1,DE534-11
DE534,12,0,0,10,DE534-12
DE534,13,0,0,1,DE534-13
DE534,14,0,0,1,DE534-14
DE534,15,0,0,1,DE534-15
DE534,16,0,0,1,DE534-16
DE534,17,0,0,10,DE534-17
DE534,18,0,0,1,DE534-18
DE534,19,0,0,1,DE534-19
DE534,20,0,0,1,DE534-20
DE534,21,0,0,10,DE534-21
DE534,22,0,0,100,DE534-22
DE534,23,0,0,1,DE534-23
DE534,24,0,0,1,DE534-24
DE534,25,0,1,0,DE534-25
DE534,26,0,0,1,DE534-26
DE534,27,0,0,1,DE534-27
DE535,1,0,1,0,DE535-1
DE535,2,0,1,0,DE535-2
DE535,3,0,1,0,DE535-3
DE535,4,0,10,1,DE535-4
DE535,5,0,0,10,DE535-5
DE535,6,0,0,1,DE535-6
DE535,7,0,1,1,DE535-7
DE535,8,0,0,10,DE535-8
DE535,9,0,10,0,DE535-9
DE535,10,0,10,0,DE535-10
JE423,1,10,10,10,JE423-1
JE423,2,0,1,0,JE423-2
JE423,3,10,10,0,JE423-3
JE423,4,0,1,10,JE423-4
JE423,5,10,0,10,JE423-5
JE423,6,1,0,0,JE423-6
JE423,7,0,1,0,JE423-7
JE423,8,0,1,0,JE423-8
JE423,9,1,1,0,JE423-9
JE423,10,0,1,0,JE423-10
JE423,11,1,1,0,JE423-11
JE423,12,1,1,0,JE423-12
JE423,13,10,10,10,JE423-13
JE423,14,10,0,10,JE423-14
JE424,1,0,1,0,JE424-1
JE424,2,1,0,0,JE424-2
JE424,3,0,1,0,JE424-3
JE424,4,0,1,0,JE424-4
JE424,5,0,1,0,JE424-5
JE424,6,0,1,0,JE424-6
JE424,7,0,1,0,JE424-7
JE424,8,0,1,0,JE424-8
JE424,9,0,10,0,JE424-9
JE424,10,10,0,0,JE424-10
JE424,11,0,1,0,JE424-11
JE424,12,1,0,1,JE424-12
JE424,13,0,1,0,JE424-13
JE425,1,1,0,0,JE425-1
JE425,2,0,1,10,JE425-2
JE425,3,0,0,100,JE425-3
JE425,4,1,0,0,JE425-4
JE425,5,0,1,0,JE425-5
JE425,6,10,10,100,JE425-6
JE425,7,0,1,1,JE425-7
JE425,8,1,0,0,JE425-8
JE425,9,10,1,0,JE425-9
JE425,10,10,1,10,JE425-10
JE425,11,1,1,1,JE425-11
JE425,12,0,1,10,JE425-12
JE425,13,0,1,1,JE425-13
JE425,14,0,0,10,JE425-14
JE425,15,1,0,10,JE425-15
DE537,1,0,1000,0,DE537-1
DE537,2,0,1,0,DE537-2
DE537,3,0,100,0,DE537-3
DE537,4,1,10,0,DE537-4
DE537,5,0,10,0,DE537-5
DE537,6,0,1,0,DE537-6
DE537,7,0,1,0,DE537-7
DE537,8,0,1,0,DE537-8
DE537,9,0,10,0,DE537-9
DE537,10,0,1,0,DE537-10
DE537,11,0,1,0,DE537-11
DE537,12,0,1,0,DE537-12
DE537,13,0,1,0,DE537-13
